"","País","Apego emocional al propio país","Apego emocional a Europa","Género","Rango de edad"
"2536","Suiza",8,8,"Mujer","entre 60 y 74"
"2537","Suiza",6,7,"Hombre","entre 30 y 44"
"2538","Suiza",10,10,"Mujer","entre 30 y 44"
"2539","Suiza",10,7,"Mujer","75 o mayor"
"2540","Suiza",9,8,"Hombre","menor de 30"
"2541","Suiza",4,2,"Mujer","menor de 30"
"2542","Suiza",8,6,"Mujer","entre 45 y 59"
"2543","Suiza",9,7,"Hombre","menor de 30"
"2544","Suiza",7,7,"Hombre","entre 45 y 59"
"2545","Suiza",10,0,"Mujer","entre 30 y 44"
"2546","Suiza",5,2,"Mujer","entre 60 y 74"
"2547","Suiza",8,2,"Hombre","entre 30 y 44"
"2548","Suiza",10,7,"Hombre","entre 60 y 74"
"2549","Suiza",8,8,"Mujer","entre 60 y 74"
"2550","Suiza",8,7,"Hombre","75 o mayor"
"2551","Suiza",8,6,"Hombre","entre 30 y 44"
"2552","Suiza",9,7,"Hombre","entre 30 y 44"
"2553","Suiza",9,8,"Hombre","entre 30 y 44"
"2554","Suiza",5,5,"Hombre","entre 30 y 44"
"2555","Suiza",10,7,"Hombre","entre 45 y 59"
"2556","Suiza",10,5,"Mujer","entre 30 y 44"
"2557","Suiza",10,8,"Mujer","entre 30 y 44"
"2558","Suiza",8,8,"Hombre","entre 60 y 74"
"2559","Suiza",7,3,"Hombre","entre 45 y 59"
"2560","Suiza",8,0,"Hombre","entre 60 y 74"
"2561","Suiza",5,NA,"Mujer","entre 60 y 74"
"2562","Suiza",8,5,"Hombre","menor de 30"
"2563","Suiza",8,5,"Hombre","entre 30 y 44"
"2564","Suiza",8,6,"Mujer","entre 60 y 74"
"2565","Suiza",9,6,"Hombre","entre 45 y 59"
"2566","Suiza",10,10,"Mujer","75 o mayor"
"2567","Suiza",8,8,"Mujer","entre 45 y 59"
"2568","Suiza",8,8,"Mujer","entre 60 y 74"
"2569","Suiza",10,8,"Mujer","75 o mayor"
"2570","Suiza",9,2,"Hombre","menor de 30"
"2571","Suiza",8,4,"Hombre","entre 45 y 59"
"2572","Suiza",7,6,"Mujer","entre 30 y 44"
"2573","Suiza",8,6,"Hombre","75 o mayor"
"2574","Suiza",10,5,"Hombre","entre 60 y 74"
"2575","Suiza",10,7,"Hombre","entre 30 y 44"
"2576","Suiza",10,6,"Hombre","75 o mayor"
"2577","Suiza",10,8,"Mujer","75 o mayor"
"2578","Suiza",10,6,"Mujer","entre 30 y 44"
"2579","Suiza",7,3,"Hombre","menor de 30"
"2580","Suiza",7,3,"Mujer","entre 60 y 74"
"2581","Suiza",10,7,"Mujer","75 o mayor"
"2582","Suiza",8,6,"Mujer","entre 30 y 44"
"2583","Suiza",7,9,"Mujer","entre 30 y 44"
"2584","Suiza",6,7,"Mujer","entre 30 y 44"
"2585","Suiza",10,5,"Mujer","entre 60 y 74"
"2586","Suiza",5,9,"Hombre","entre 45 y 59"
"2587","Suiza",8,8,"Mujer","entre 60 y 74"
"2588","Suiza",5,6,"Hombre","entre 30 y 44"
"2589","Suiza",7,7,"Hombre","menor de 30"
"2590","Suiza",3,3,"Hombre","menor de 30"
"2591","Suiza",9,1,"Hombre","menor de 30"
"2592","Suiza",5,7,"Mujer","entre 30 y 44"
"2593","Suiza",6,8,"Mujer","entre 30 y 44"
"2594","Suiza",8,6,"Hombre",NA
"2595","Suiza",6,5,"Hombre","menor de 30"
"2596","Suiza",7,5,"Hombre","entre 60 y 74"
"2597","Suiza",10,8,"Hombre","menor de 30"
"2598","Suiza",9,6,"Mujer","entre 45 y 59"
"2599","Suiza",10,7,"Hombre","entre 60 y 74"
"2600","Suiza",8,8,"Mujer","entre 60 y 74"
"2601","Suiza",9,9,"Mujer","entre 45 y 59"
"2602","Suiza",7,6,"Mujer","entre 30 y 44"
"2603","Suiza",9,8,"Mujer","entre 60 y 74"
"2604","Suiza",9,5,"Mujer","entre 60 y 74"
"2605","Suiza",7,6,"Mujer","entre 45 y 59"
"2606","Suiza",5,5,"Mujer","entre 45 y 59"
"2607","Suiza",7,4,"Hombre","entre 30 y 44"
"2608","Suiza",8,6,"Mujer","entre 30 y 44"
"2609","Suiza",8,4,"Hombre","entre 60 y 74"
"2610","Suiza",6,3,"Mujer",NA
"2611","Suiza",8,8,"Mujer","entre 60 y 74"
"2612","Suiza",8,8,"Mujer","entre 60 y 74"
"2613","Suiza",9,7,"Hombre","75 o mayor"
"2614","Suiza",8,6,"Mujer","entre 60 y 74"
"2615","Suiza",9,5,"Mujer","entre 45 y 59"
"2616","Suiza",9,6,"Mujer","entre 30 y 44"
"2617","Suiza",8,6,"Hombre","entre 30 y 44"
"2618","Suiza",10,7,"Mujer","entre 45 y 59"
"2619","Suiza",8,7,"Mujer","75 o mayor"
"2620","Suiza",10,9,"Hombre","menor de 30"
"2621","Suiza",10,8,"Hombre","entre 60 y 74"
"2622","Suiza",9,6,"Mujer","entre 60 y 74"
"2623","Suiza",10,9,"Hombre","entre 60 y 74"
"2624","Suiza",7,6,"Mujer","menor de 30"
"2625","Suiza",9,1,"Hombre","entre 45 y 59"
"2626","Suiza",10,5,"Mujer","entre 30 y 44"
"2627","Suiza",8,7,"Hombre","entre 45 y 59"
"2628","Suiza",5,8,"Hombre","entre 60 y 74"
"2629","Suiza",8,7,"Hombre","menor de 30"
"2630","Suiza",6,8,"Mujer","entre 30 y 44"
"2631","Suiza",7,4,"Hombre","75 o mayor"
"2632","Suiza",7,7,"Mujer","entre 45 y 59"
"2633","Suiza",8,4,"Mujer","entre 30 y 44"
"2634","Suiza",8,7,"Hombre","entre 45 y 59"
"2635","Suiza",10,4,"Mujer","75 o mayor"
"2636","Suiza",8,4,"Mujer","entre 60 y 74"
"2637","Suiza",7,3,"Mujer","75 o mayor"
"2638","Suiza",8,6,"Hombre","entre 30 y 44"
"2639","Suiza",9,7,"Hombre","entre 45 y 59"
"2640","Suiza",10,9,"Mujer","entre 45 y 59"
"2641","Suiza",7,5,"Hombre","75 o mayor"
"2642","Suiza",10,7,"Hombre","75 o mayor"
"2643","Suiza",8,8,"Hombre","entre 60 y 74"
"2644","Suiza",9,9,"Hombre","entre 60 y 74"
"2645","Suiza",2,2,"Hombre","entre 30 y 44"
"2646","Suiza",8,8,"Hombre","entre 30 y 44"
"2647","Suiza",3,0,"Mujer","menor de 30"
"2648","Suiza",7,7,"Hombre","menor de 30"
"2649","Suiza",9,9,"Mujer","menor de 30"
"2650","Suiza",10,8,"Mujer","entre 45 y 59"
"2651","Suiza",9,10,"Mujer","entre 60 y 74"
"2652","Suiza",9,7,"Hombre","entre 60 y 74"
"2653","Suiza",10,10,"Mujer","entre 30 y 44"
"2654","Suiza",8,4,"Hombre","entre 30 y 44"
"2655","Suiza",6,8,"Mujer","menor de 30"
"2656","Suiza",8,7,"Mujer","entre 45 y 59"
"2657","Suiza",8,1,"Mujer","entre 45 y 59"
"2658","Suiza",9,6,"Hombre","entre 30 y 44"
"2659","Suiza",8,7,"Hombre","menor de 30"
"2660","Suiza",8,6,"Hombre","entre 60 y 74"
"2661","Suiza",5,2,"Mujer","75 o mayor"
"2662","Suiza",9,7,"Mujer","75 o mayor"
"2663","Suiza",9,6,"Mujer","75 o mayor"
"2664","Suiza",10,3,"Hombre","entre 30 y 44"
"2665","Suiza",7,6,"Mujer","entre 45 y 59"
"2666","Suiza",10,9,"Mujer","entre 45 y 59"
"2667","Suiza",8,5,"Mujer","entre 45 y 59"
"2668","Suiza",NA,6,"Hombre","entre 60 y 74"
"2669","Suiza",7,0,"Mujer","entre 30 y 44"
"2670","Suiza",7,6,"Mujer","menor de 30"
"2671","Suiza",8,7,"Hombre","75 o mayor"
"2672","Suiza",8,8,"Mujer","entre 30 y 44"
"2673","Suiza",8,8,"Mujer","entre 30 y 44"
"2674","Suiza",8,5,"Mujer","menor de 30"
"2675","Suiza",8,5,"Mujer","entre 60 y 74"
"2676","Suiza",7,3,"Mujer","menor de 30"
"2677","Suiza",8,3,"Mujer","entre 30 y 44"
"2678","Suiza",4,4,"Mujer","menor de 30"
"2679","Suiza",10,9,"Hombre","entre 45 y 59"
"2680","Suiza",8,3,"Hombre","entre 30 y 44"
"2681","Suiza",8,3,"Hombre","entre 60 y 74"
"2682","Suiza",8,5,"Hombre","75 o mayor"
"2683","Suiza",4,4,"Hombre","menor de 30"
"2684","Suiza",10,10,"Hombre","entre 60 y 74"
"2685","Suiza",9,7,"Mujer","menor de 30"
"2686","Suiza",10,6,"Hombre",NA
"2687","Suiza",10,9,"Mujer","entre 45 y 59"
"2688","Suiza",9,9,"Mujer","entre 45 y 59"
"2689","Suiza",7,1,"Mujer","entre 45 y 59"
"2690","Suiza",6,5,"Mujer","entre 60 y 74"
"2691","Suiza",8,8,"Hombre","75 o mayor"
"2692","Suiza",4,4,"Mujer","menor de 30"
"2693","Suiza",6,0,"Mujer","menor de 30"
"2694","Suiza",9,10,"Mujer","entre 30 y 44"
"2695","Suiza",9,9,"Mujer","75 o mayor"
"2696","Suiza",9,9,"Mujer","entre 60 y 74"
"2697","Suiza",8,8,"Hombre","menor de 30"
"2698","Suiza",6,8,"Mujer","entre 45 y 59"
"2699","Suiza",9,5,"Hombre","entre 45 y 59"
"2700","Suiza",9,7,"Mujer","75 o mayor"
"2701","Suiza",10,8,"Hombre","entre 60 y 74"
"2702","Suiza",8,7,"Mujer","entre 45 y 59"
"2703","Suiza",10,7,"Mujer","entre 45 y 59"
"2704","Suiza",7,4,"Hombre","entre 60 y 74"
"2705","Suiza",7,5,"Mujer","75 o mayor"
"2706","Suiza",9,3,"Hombre","entre 60 y 74"
"2707","Suiza",9,5,"Mujer","entre 60 y 74"
"2708","Suiza",9,6,"Mujer","entre 60 y 74"
"2709","Suiza",10,8,"Mujer","entre 60 y 74"
"2710","Suiza",8,8,"Hombre","entre 45 y 59"
"2711","Suiza",8,5,"Hombre","entre 60 y 74"
"2712","Suiza",8,7,"Mujer","75 o mayor"
"2713","Suiza",9,6,"Mujer","entre 45 y 59"
"2714","Suiza",10,10,"Hombre","entre 30 y 44"
"2715","Suiza",7,5,"Hombre","entre 60 y 74"
"2716","Suiza",10,8,"Mujer","entre 60 y 74"
"2717","Suiza",9,6,"Mujer","entre 45 y 59"
"2718","Suiza",10,9,"Mujer","menor de 30"
"2719","Suiza",8,7,"Hombre","menor de 30"
"2720","Suiza",9,5,"Hombre","entre 45 y 59"
"2721","Suiza",9,10,"Mujer","entre 30 y 44"
"2722","Suiza",9,8,"Mujer","entre 45 y 59"
"2723","Suiza",9,7,"Hombre","menor de 30"
"2724","Suiza",8,7,"Hombre","menor de 30"
"2725","Suiza",9,4,"Hombre","entre 60 y 74"
"2726","Suiza",9,7,"Hombre","entre 45 y 59"
"2727","Suiza",8,6,"Hombre","entre 45 y 59"
"2728","Suiza",8,6,"Mujer","menor de 30"
"2729","Suiza",3,3,"Mujer","menor de 30"
"2730","Suiza",7,4,"Hombre","entre 30 y 44"
"2731","Suiza",9,7,"Hombre","75 o mayor"
"2732","Suiza",9,8,"Mujer","menor de 30"
"2733","Suiza",8,5,"Mujer","entre 30 y 44"
"2734","Suiza",10,8,"Mujer","75 o mayor"
"2735","Suiza",9,9,"Mujer","entre 45 y 59"
"2736","Suiza",7,5,"Mujer","entre 45 y 59"
"2737","Suiza",8,8,"Hombre","entre 45 y 59"
"2738","Suiza",9,6,"Hombre","entre 30 y 44"
"2739","Suiza",9,8,"Hombre","entre 60 y 74"
"2740","Suiza",8,5,"Mujer","entre 60 y 74"
"2741","Suiza",8,9,"Hombre","entre 60 y 74"
"2742","Suiza",8,7,"Hombre","entre 45 y 59"
"2743","Suiza",8,8,"Mujer","entre 30 y 44"
"2744","Suiza",9,6,"Hombre","entre 30 y 44"
"2745","Suiza",8,6,"Hombre","75 o mayor"
"2746","Suiza",7,6,"Hombre","menor de 30"
"2747","Suiza",8,7,"Mujer","75 o mayor"
"2748","Suiza",10,7,"Mujer","entre 45 y 59"
"2749","Suiza",7,5,"Mujer","entre 45 y 59"
"2750","Suiza",5,5,"Mujer","entre 30 y 44"
"2751","Suiza",NA,9,"Mujer","menor de 30"
"2752","Suiza",10,5,"Mujer","entre 45 y 59"
"2753","Suiza",7,7,"Hombre","menor de 30"
"2754","Suiza",6,4,"Hombre","entre 30 y 44"
"2755","Suiza",7,5,"Hombre",NA
"2756","Suiza",10,8,"Mujer","entre 45 y 59"
"2757","Suiza",9,8,"Mujer","entre 30 y 44"
"2758","Suiza",8,7,"Hombre",NA
"2759","Suiza",6,6,"Mujer","entre 60 y 74"
"2760","Suiza",6,5,"Hombre","entre 30 y 44"
"2761","Suiza",8,6,"Hombre","entre 30 y 44"
"2762","Suiza",3,5,"Hombre","menor de 30"
"2763","Suiza",4,5,"Hombre","entre 45 y 59"
"2764","Suiza",8,4,"Hombre","entre 30 y 44"
"2765","Suiza",9,7,"Mujer","entre 45 y 59"
"2766","Suiza",10,6,"Hombre","entre 60 y 74"
"2767","Suiza",10,3,"Mujer","entre 45 y 59"
"2768","Suiza",8,8,"Mujer","entre 45 y 59"
"2769","Suiza",8,9,"Hombre","75 o mayor"
"2770","Suiza",10,10,"Hombre","entre 30 y 44"
"2771","Suiza",8,0,"Hombre","entre 45 y 59"
"2772","Suiza",5,5,"Mujer","entre 30 y 44"
"2773","Suiza",8,4,"Hombre","75 o mayor"
"2774","Suiza",7,4,"Hombre","entre 45 y 59"
"2775","Suiza",8,5,"Hombre","entre 30 y 44"
"2776","Suiza",8,7,"Hombre","entre 60 y 74"
"2777","Suiza",10,8,"Hombre","75 o mayor"
"2778","Suiza",8,1,"Hombre","entre 45 y 59"
"2779","Suiza",9,8,"Hombre","menor de 30"
"2780","Suiza",8,9,"Hombre","entre 45 y 59"
"2781","Suiza",6,10,"Hombre","entre 30 y 44"
"2782","Suiza",10,8,"Mujer","entre 30 y 44"
"2783","Suiza",7,5,"Hombre","menor de 30"
"2784","Suiza",9,4,"Hombre","entre 45 y 59"
"2785","Suiza",10,5,"Mujer","entre 60 y 74"
"2786","Suiza",3,1,"Mujer","entre 30 y 44"
"2787","Suiza",8,5,"Mujer","entre 30 y 44"
"2788","Suiza",8,9,"Mujer","entre 45 y 59"
"2789","Suiza",8,8,"Mujer","menor de 30"
"2790","Suiza",10,10,"Mujer","entre 60 y 74"
"2791","Suiza",9,5,"Mujer","entre 45 y 59"
"2792","Suiza",7,5,"Mujer","entre 30 y 44"
"2793","Suiza",7,10,"Mujer","entre 45 y 59"
"2794","Suiza",9,9,"Mujer","entre 45 y 59"
"2795","Suiza",9,8,"Mujer","entre 60 y 74"
"2796","Suiza",9,9,"Mujer","menor de 30"
"2797","Suiza",7,7,"Mujer","entre 60 y 74"
"2798","Suiza",10,5,"Hombre","menor de 30"
"2799","Suiza",7,6,"Mujer","entre 30 y 44"
"2800","Suiza",8,6,"Mujer","entre 30 y 44"
"2801","Suiza",6,7,"Mujer","entre 45 y 59"
"2802","Suiza",10,7,"Hombre",NA
"2803","Suiza",8,9,"Hombre","menor de 30"
"2804","Suiza",9,5,"Mujer","entre 60 y 74"
"2805","Suiza",8,2,"Hombre",NA
"2806","Suiza",10,7,"Hombre","entre 45 y 59"
"2807","Suiza",8,7,"Hombre","75 o mayor"
"2808","Suiza",9,5,"Mujer","entre 30 y 44"
"2809","Suiza",6,NA,"Mujer","entre 30 y 44"
"2810","Suiza",7,5,"Hombre","entre 30 y 44"
"2811","Suiza",8,3,"Hombre","entre 45 y 59"
"2812","Suiza",10,9,"Mujer","75 o mayor"
"2813","Suiza",8,6,"Mujer","menor de 30"
"2814","Suiza",10,8,"Mujer","entre 45 y 59"
"2815","Suiza",7,8,"Hombre","entre 30 y 44"
"2816","Suiza",5,5,"Mujer","entre 45 y 59"
"2817","Suiza",7,5,"Mujer","entre 45 y 59"
"2818","Suiza",8,2,"Hombre","entre 30 y 44"
"2819","Suiza",3,3,"Mujer","entre 30 y 44"
"2820","Suiza",7,6,"Hombre","entre 45 y 59"
"2821","Suiza",8,8,"Hombre","entre 30 y 44"
"2822","Suiza",7,2,"Hombre","entre 45 y 59"
"2823","Suiza",7,6,"Mujer","entre 30 y 44"
"2824","Suiza",3,10,"Hombre","menor de 30"
"2825","Suiza",10,7,"Hombre","75 o mayor"
"2826","Suiza",9,7,"Hombre","75 o mayor"
"2827","Suiza",8,8,"Mujer","entre 45 y 59"
"2828","Suiza",2,0,"Hombre","menor de 30"
"2829","Suiza",9,5,"Hombre","entre 30 y 44"
"2830","Suiza",6,2,"Hombre","entre 30 y 44"
"2831","Suiza",9,6,"Hombre","entre 30 y 44"
"2832","Suiza",7,5,"Hombre","entre 30 y 44"
"2833","Suiza",8,7,"Hombre","entre 45 y 59"
"2834","Suiza",7,4,"Mujer","menor de 30"
"2835","Suiza",6,0,"Mujer","75 o mayor"
"2836","Suiza",7,5,"Hombre","entre 60 y 74"
"2837","Suiza",8,7,"Hombre","entre 30 y 44"
"2838","Suiza",9,8,"Mujer","entre 60 y 74"
"2839","Suiza",7,5,"Mujer","menor de 30"
"2840","Suiza",10,10,"Hombre","entre 60 y 74"
"2841","Suiza",8,6,"Hombre","entre 45 y 59"
"2842","Suiza",6,6,"Hombre",NA
"2843","Suiza",7,7,"Hombre","entre 60 y 74"
"2844","Suiza",8,10,"Mujer","entre 45 y 59"
"2845","Suiza",10,8,"Hombre","menor de 30"
"2846","Suiza",8,8,"Mujer","menor de 30"
"2847","Suiza",7,7,"Mujer","entre 30 y 44"
"2848","Suiza",8,8,"Mujer","75 o mayor"
"2849","Suiza",6,6,"Mujer","entre 30 y 44"
"2850","Suiza",10,3,"Hombre","75 o mayor"
"2851","Suiza",10,8,"Hombre","75 o mayor"
"2852","Suiza",9,9,"Mujer","75 o mayor"
"2853","Suiza",7,7,"Mujer","entre 45 y 59"
"2854","Suiza",10,8,"Mujer","entre 45 y 59"
"2855","Suiza",10,10,"Mujer","entre 45 y 59"
"2856","Suiza",8,0,"Hombre","75 o mayor"
"2857","Suiza",7,4,"Hombre","menor de 30"
"2858","Suiza",2,5,"Mujer","menor de 30"
"2859","Suiza",10,2,"Hombre","entre 30 y 44"
"2860","Suiza",7,2,"Hombre",NA
"2861","Suiza",8,8,"Hombre","entre 30 y 44"
"2862","Suiza",8,7,"Hombre","entre 45 y 59"
"2863","Suiza",10,7,"Mujer","entre 45 y 59"
"2864","Suiza",8,7,"Mujer","entre 60 y 74"
"2865","Suiza",8,7,"Hombre","entre 60 y 74"
"2866","Suiza",7,5,"Mujer","entre 45 y 59"
"2867","Suiza",9,9,"Mujer","entre 45 y 59"
"2868","Suiza",7,7,"Hombre","entre 45 y 59"
"2869","Suiza",9,0,"Hombre","entre 30 y 44"
"2870","Suiza",9,5,"Hombre","entre 60 y 74"
"2871","Suiza",8,5,"Mujer","entre 60 y 74"
"2872","Suiza",6,4,"Hombre","entre 60 y 74"
"2873","Suiza",8,6,"Hombre","entre 30 y 44"
"2874","Suiza",7,3,"Hombre","menor de 30"
"2875","Suiza",8,6,"Mujer","menor de 30"
"2876","Suiza",6,6,"Hombre","entre 30 y 44"
"2877","Suiza",5,5,"Mujer","entre 60 y 74"
"2878","Suiza",10,8,"Mujer","entre 45 y 59"
"2879","Suiza",10,10,"Mujer","75 o mayor"
"2880","Suiza",8,2,"Hombre","entre 45 y 59"
"2881","Suiza",8,7,"Mujer","entre 45 y 59"
"2882","Suiza",5,3,"Mujer","entre 30 y 44"
"2883","Suiza",4,5,"Mujer","menor de 30"
"2884","Suiza",8,8,"Hombre","75 o mayor"
"2885","Suiza",10,10,"Mujer","menor de 30"
"2886","Suiza",8,7,"Hombre","entre 30 y 44"
"2887","Suiza",9,1,"Mujer","entre 60 y 74"
"2888","Suiza",10,9,"Mujer","entre 60 y 74"
"2889","Suiza",8,8,"Hombre","entre 60 y 74"
"2890","Suiza",4,4,"Hombre","menor de 30"
"2891","Suiza",10,6,"Hombre","menor de 30"
"2892","Suiza",8,7,"Mujer","menor de 30"
"2893","Suiza",7,9,"Hombre","entre 45 y 59"
"2894","Suiza",10,10,"Mujer","entre 60 y 74"
"2895","Suiza",8,8,"Mujer","entre 30 y 44"
"2896","Suiza",8,3,"Hombre","entre 45 y 59"
"2897","Suiza",8,10,"Mujer","entre 45 y 59"
"2898","Suiza",8,6,"Mujer","entre 30 y 44"
"2899","Suiza",9,6,"Mujer","entre 30 y 44"
"2900","Suiza",6,4,"Mujer","menor de 30"
"2901","Suiza",5,2,"Hombre","entre 30 y 44"
"2902","Suiza",6,3,"Mujer","menor de 30"
"2903","Suiza",6,6,"Hombre","entre 30 y 44"
"2904","Suiza",9,8,"Mujer","75 o mayor"
"2905","Suiza",10,9,"Hombre","75 o mayor"
"2906","Suiza",9,8,"Mujer","entre 60 y 74"
"2907","Suiza",8,5,"Mujer","75 o mayor"
"2908","Suiza",9,2,"Hombre","entre 45 y 59"
"2909","Suiza",9,6,"Mujer","75 o mayor"
"2910","Suiza",7,4,"Hombre","entre 30 y 44"
"2911","Suiza",10,7,"Mujer","75 o mayor"
"2912","Suiza",10,2,"Hombre","menor de 30"
"2913","Suiza",8,8,"Mujer","entre 30 y 44"
"2914","Suiza",8,8,"Hombre","entre 45 y 59"
"2915","Suiza",9,4,"Hombre","entre 45 y 59"
"2916","Suiza",9,8,"Hombre","75 o mayor"
"2917","Suiza",9,8,"Mujer","entre 30 y 44"
"2918","Suiza",6,5,"Hombre","entre 30 y 44"
"2919","Suiza",3,3,"Hombre","entre 30 y 44"
"2920","Suiza",8,8,"Mujer","entre 60 y 74"
"2921","Suiza",9,9,"Hombre","entre 45 y 59"
"2922","Suiza",10,5,"Mujer","entre 30 y 44"
"2923","Suiza",5,3,"Hombre","entre 30 y 44"
"2924","Suiza",2,5,"Hombre","entre 30 y 44"
"2925","Suiza",10,10,"Hombre","entre 60 y 74"
"2926","Suiza",10,9,"Mujer","entre 30 y 44"
"2927","Suiza",9,7,"Hombre","entre 60 y 74"
"2928","Suiza",9,9,"Mujer","entre 60 y 74"
"2929","Suiza",8,4,"Hombre","menor de 30"
"2930","Suiza",9,1,"Hombre","entre 45 y 59"
"2931","Suiza",8,6,"Hombre","75 o mayor"
"2932","Suiza",8,8,"Hombre","entre 60 y 74"
"2933","Suiza",10,8,"Mujer","entre 60 y 74"
"2934","Suiza",10,8,"Mujer","entre 60 y 74"
"2935","Suiza",0,0,"Hombre","menor de 30"
"2936","Suiza",9,9,"Hombre","entre 30 y 44"
"2937","Suiza",4,5,"Mujer","entre 30 y 44"
"2938","Suiza",8,6,"Hombre","entre 30 y 44"
"2939","Suiza",10,8,"Mujer","75 o mayor"
"2940","Suiza",10,2,"Mujer","menor de 30"
"2941","Suiza",10,8,"Hombre","75 o mayor"
"2942","Suiza",9,3,"Mujer","entre 45 y 59"
"2943","Suiza",2,1,"Mujer","entre 60 y 74"
"2944","Suiza",9,9,"Hombre","entre 60 y 74"
"2945","Suiza",9,9,"Mujer","entre 60 y 74"
"2946","Suiza",8,8,"Mujer","entre 60 y 74"
"2947","Suiza",9,9,"Hombre","entre 45 y 59"
"2948","Suiza",8,5,"Hombre","entre 30 y 44"
"2949","Suiza",5,5,"Hombre","entre 45 y 59"
"2950","Suiza",7,4,"Hombre","menor de 30"
"2951","Suiza",10,9,"Mujer","entre 45 y 59"
"2952","Suiza",10,7,"Mujer","75 o mayor"
"2953","Suiza",8,7,"Mujer","entre 60 y 74"
"2954","Suiza",7,7,"Mujer",NA
"2955","Suiza",10,5,"Mujer","entre 30 y 44"
"2956","Suiza",7,6,"Hombre","entre 30 y 44"
"2957","Suiza",9,8,"Mujer","entre 60 y 74"
"2958","Suiza",10,5,"Mujer",NA
"2959","Suiza",8,8,"Mujer","entre 60 y 74"
"2960","Suiza",10,8,"Hombre","75 o mayor"
"2961","Suiza",10,7,"Hombre","75 o mayor"
"2962","Suiza",7,9,"Mujer","entre 60 y 74"
"2963","Suiza",8,7,"Hombre","entre 30 y 44"
"2964","Suiza",6,8,"Hombre","entre 30 y 44"
"2965","Suiza",8,4,"Mujer","entre 45 y 59"
"2966","Suiza",9,7,"Mujer","entre 45 y 59"
"2967","Suiza",8,6,"Hombre","entre 45 y 59"
"2968","Suiza",9,5,"Mujer",NA
"2969","Suiza",10,10,"Mujer","entre 60 y 74"
"2970","Suiza",9,9,"Mujer","entre 30 y 44"
"2971","Suiza",10,10,"Hombre","entre 45 y 59"
"2972","Suiza",8,7,"Hombre","entre 45 y 59"
"2973","Suiza",8,2,"Hombre","entre 30 y 44"
"2974","Suiza",9,7,"Mujer","menor de 30"
"2975","Suiza",8,4,"Mujer","menor de 30"
"2976","Suiza",8,7,"Mujer","entre 45 y 59"
"2977","Suiza",10,7,"Mujer","entre 60 y 74"
"2978","Suiza",8,7,"Hombre","entre 30 y 44"
"2979","Suiza",9,7,"Hombre","entre 45 y 59"
"2980","Suiza",9,8,"Hombre","entre 45 y 59"
"2981","Suiza",9,8,"Hombre","75 o mayor"
"2982","Suiza",7,6,"Hombre","entre 30 y 44"
"2983","Suiza",10,8,"Hombre","75 o mayor"
"2984","Suiza",10,10,"Hombre","75 o mayor"
"2985","Suiza",9,8,"Mujer",NA
"2986","Suiza",9,3,"Hombre","entre 45 y 59"
"2987","Suiza",10,7,"Hombre","entre 45 y 59"
"2988","Suiza",7,4,"Mujer","entre 45 y 59"
"2989","Suiza",9,2,"Mujer","entre 60 y 74"
"2990","Suiza",8,9,"Hombre","entre 30 y 44"
"2991","Suiza",10,4,"Mujer","menor de 30"
"2992","Suiza",8,6,"Mujer","entre 45 y 59"
"2993","Suiza",8,7,"Mujer","menor de 30"
"2994","Suiza",9,8,"Mujer","entre 60 y 74"
"2995","Suiza",10,8,"Hombre","entre 60 y 74"
"2996","Suiza",8,6,"Hombre","75 o mayor"
"2997","Suiza",6,7,"Mujer","entre 60 y 74"
"2998","Suiza",10,7,"Mujer","75 o mayor"
"2999","Suiza",7,7,"Hombre","entre 30 y 44"
"3000","Suiza",2,4,"Mujer","menor de 30"
"3001","Suiza",7,7,"Hombre","entre 30 y 44"
"3002","Suiza",7,3,"Mujer","entre 30 y 44"
"3003","Suiza",10,8,"Mujer","entre 45 y 59"
"3004","Suiza",8,8,"Hombre","entre 60 y 74"
"3005","Suiza",8,6,"Hombre","entre 30 y 44"
"3006","Suiza",2,5,"Hombre","75 o mayor"
"3007","Suiza",8,3,"Hombre","menor de 30"
"3008","Suiza",9,9,"Mujer","entre 60 y 74"
"3009","Suiza",9,7,"Mujer","entre 60 y 74"
"3010","Suiza",8,6,"Mujer","entre 30 y 44"
"3011","Suiza",6,6,"Hombre","entre 30 y 44"
"3012","Suiza",8,6,"Hombre","entre 30 y 44"
"3013","Suiza",8,10,"Mujer","entre 30 y 44"
"3014","Suiza",10,5,"Mujer","entre 30 y 44"
"3015","Suiza",7,4,"Hombre","menor de 30"
"3016","Suiza",10,8,"Mujer","entre 45 y 59"
"3017","Suiza",10,2,"Hombre","entre 30 y 44"
"3018","Suiza",10,7,"Mujer","entre 60 y 74"
"3019","Suiza",10,9,"Mujer",NA
"3020","Suiza",10,7,"Mujer","75 o mayor"
"3021","Suiza",8,6,"Mujer","entre 30 y 44"
"3022","Suiza",10,6,"Mujer","entre 45 y 59"
"3023","Suiza",7,5,"Mujer","entre 45 y 59"
"3024","Suiza",8,9,"Mujer","entre 30 y 44"
"3025","Suiza",9,10,"Hombre","entre 30 y 44"
"3026","Suiza",8,5,"Mujer","entre 45 y 59"
"3027","Suiza",4,4,"Mujer","75 o mayor"
"3028","Suiza",9,8,"Mujer","entre 45 y 59"
"3029","Suiza",8,7,"Mujer","75 o mayor"
"3030","Suiza",5,5,"Mujer","entre 30 y 44"
"3031","Suiza",8,0,"Mujer","entre 60 y 74"
