"","País","Apego emocional al propio país","Apego emocional a Europa","Género","Rango de edad"
"9733","Croacia",0,5,"Hombre","entre 45 y 59"
"9734","Croacia",9,10,"Hombre","75 o mayor"
"9735","Croacia",8,4,"Hombre","entre 30 y 44"
"9736","Croacia",8,7,"Hombre","entre 30 y 44"
"9737","Croacia",9,6,"Mujer","entre 45 y 59"
"9738","Croacia",7,7,"Hombre","75 o mayor"
"9739","Croacia",0,0,"Mujer","entre 30 y 44"
"9740","Croacia",6,4,"Hombre","75 o mayor"
"9741","Croacia",8,8,"Mujer","entre 45 y 59"
"9742","Croacia",10,2,"Mujer","75 o mayor"
"9743","Croacia",8,7,"Mujer","menor de 30"
"9744","Croacia",7,5,"Hombre","entre 30 y 44"
"9745","Croacia",7,7,"Mujer","menor de 30"
"9746","Croacia",10,0,"Hombre","entre 60 y 74"
"9747","Croacia",8,5,"Hombre","75 o mayor"
"9748","Croacia",10,8,"Mujer","entre 60 y 74"
"9749","Croacia",10,8,"Hombre","entre 45 y 59"
"9750","Croacia",10,6,"Mujer","entre 30 y 44"
"9751","Croacia",7,5,"Hombre","entre 60 y 74"
"9752","Croacia",10,4,"Mujer","entre 45 y 59"
"9753","Croacia",9,6,"Mujer","entre 45 y 59"
"9754","Croacia",9,6,"Mujer","75 o mayor"
"9755","Croacia",8,8,"Hombre","entre 60 y 74"
"9756","Croacia",6,4,"Mujer","menor de 30"
"9757","Croacia",9,10,"Mujer","menor de 30"
"9758","Croacia",10,0,"Mujer","75 o mayor"
"9759","Croacia",6,8,"Mujer","entre 30 y 44"
"9760","Croacia",4,1,"Hombre","entre 30 y 44"
"9761","Croacia",7,8,"Hombre","entre 30 y 44"
"9762","Croacia",9,9,"Mujer","entre 45 y 59"
"9763","Croacia",10,0,"Hombre","entre 45 y 59"
"9764","Croacia",5,5,"Mujer","entre 30 y 44"
"9765","Croacia",8,8,"Hombre","menor de 30"
"9766","Croacia",3,5,"Hombre","menor de 30"
"9767","Croacia",8,8,"Hombre","menor de 30"
"9768","Croacia",7,6,"Hombre","menor de 30"
"9769","Croacia",10,10,"Mujer","entre 45 y 59"
"9770","Croacia",10,8,"Mujer","entre 45 y 59"
"9771","Croacia",9,8,"Hombre","menor de 30"
"9772","Croacia",6,6,"Hombre","entre 60 y 74"
"9773","Croacia",0,0,"Hombre","entre 30 y 44"
"9774","Croacia",6,6,"Mujer","menor de 30"
"9775","Croacia",10,5,"Hombre","entre 45 y 59"
"9776","Croacia",9,4,"Hombre","entre 60 y 74"
"9777","Croacia",9,10,"Mujer","entre 45 y 59"
"9778","Croacia",10,NA,"Mujer","75 o mayor"
"9779","Croacia",9,5,"Hombre","menor de 30"
"9780","Croacia",10,0,"Mujer","entre 45 y 59"
"9781","Croacia",8,7,"Mujer","entre 45 y 59"
"9782","Croacia",10,7,"Mujer","menor de 30"
"9783","Croacia",8,5,"Mujer","entre 30 y 44"
"9784","Croacia",7,6,"Hombre","menor de 30"
"9785","Croacia",5,2,"Mujer","entre 30 y 44"
"9786","Croacia",8,8,"Mujer","entre 60 y 74"
"9787","Croacia",8,1,"Hombre","entre 60 y 74"
"9788","Croacia",4,4,"Mujer",NA
"9789","Croacia",10,8,"Hombre","entre 60 y 74"
"9790","Croacia",10,10,"Mujer","entre 30 y 44"
"9791","Croacia",5,5,"Mujer","entre 45 y 59"
"9792","Croacia",3,5,"Hombre","menor de 30"
"9793","Croacia",10,5,"Mujer","entre 45 y 59"
"9794","Croacia",10,3,"Mujer","75 o mayor"
"9795","Croacia",7,6,"Hombre","entre 60 y 74"
"9796","Croacia",10,10,"Mujer","entre 60 y 74"
"9797","Croacia",8,6,"Hombre","entre 45 y 59"
"9798","Croacia",8,8,"Mujer","entre 45 y 59"
"9799","Croacia",2,8,"Mujer","entre 60 y 74"
"9800","Croacia",2,2,"Mujer","entre 30 y 44"
"9801","Croacia",10,8,"Hombre","entre 30 y 44"
"9802","Croacia",10,5,"Hombre","75 o mayor"
"9803","Croacia",3,2,"Hombre","entre 30 y 44"
"9804","Croacia",8,8,"Mujer","entre 45 y 59"
"9805","Croacia",7,6,"Hombre","entre 60 y 74"
"9806","Croacia",8,8,"Hombre","entre 60 y 74"
"9807","Croacia",7,6,"Hombre","entre 30 y 44"
"9808","Croacia",10,7,"Hombre","entre 60 y 74"
"9809","Croacia",9,8,"Hombre","75 o mayor"
"9810","Croacia",10,10,"Hombre","75 o mayor"
"9811","Croacia",7,4,"Mujer","75 o mayor"
"9812","Croacia",8,7,"Mujer","menor de 30"
"9813","Croacia",10,10,"Mujer","entre 60 y 74"
"9814","Croacia",8,10,"Hombre","entre 60 y 74"
"9815","Croacia",10,2,"Hombre","menor de 30"
"9816","Croacia",10,10,"Hombre","entre 45 y 59"
"9817","Croacia",10,10,"Hombre","entre 30 y 44"
"9818","Croacia",8,5,"Hombre","menor de 30"
"9819","Croacia",7,7,"Mujer","entre 45 y 59"
"9820","Croacia",8,8,"Mujer","entre 60 y 74"
"9821","Croacia",3,2,"Mujer","entre 45 y 59"
"9822","Croacia",10,5,"Mujer","entre 30 y 44"
"9823","Croacia",7,8,"Mujer","entre 30 y 44"
"9824","Croacia",5,6,"Hombre","entre 45 y 59"
"9825","Croacia",6,6,"Hombre","entre 30 y 44"
"9826","Croacia",10,10,"Mujer",NA
"9827","Croacia",10,3,"Mujer","entre 45 y 59"
"9828","Croacia",10,6,"Mujer","75 o mayor"
"9829","Croacia",8,NA,"Mujer",NA
"9830","Croacia",8,5,"Mujer","entre 45 y 59"
"9831","Croacia",9,4,"Hombre","entre 45 y 59"
"9832","Croacia",5,5,"Mujer","75 o mayor"
"9833","Croacia",5,5,"Hombre","entre 60 y 74"
"9834","Croacia",10,8,"Hombre","entre 60 y 74"
"9835","Croacia",10,7,"Hombre","entre 45 y 59"
"9836","Croacia",10,8,"Mujer","entre 30 y 44"
"9837","Croacia",10,10,"Hombre","entre 60 y 74"
"9838","Croacia",1,3,"Hombre","entre 45 y 59"
"9839","Croacia",0,3,"Mujer","entre 60 y 74"
"9840","Croacia",6,6,"Mujer","entre 30 y 44"
"9841","Croacia",9,5,"Hombre","entre 30 y 44"
"9842","Croacia",5,5,"Mujer","entre 60 y 74"
"9843","Croacia",10,10,"Mujer","entre 60 y 74"
"9844","Croacia",8,5,"Mujer","entre 30 y 44"
"9845","Croacia",10,10,"Hombre","entre 30 y 44"
"9846","Croacia",10,7,"Mujer","entre 30 y 44"
"9847","Croacia",0,0,"Mujer","menor de 30"
"9848","Croacia",9,8,"Mujer",NA
"9849","Croacia",8,4,"Hombre","entre 45 y 59"
"9850","Croacia",6,4,"Mujer","75 o mayor"
"9851","Croacia",9,3,"Mujer","entre 45 y 59"
"9852","Croacia",6,8,"Mujer","75 o mayor"
"9853","Croacia",6,6,"Mujer","entre 30 y 44"
"9854","Croacia",10,8,"Hombre","entre 45 y 59"
"9855","Croacia",2,3,"Mujer","menor de 30"
"9856","Croacia",10,10,"Hombre","entre 60 y 74"
"9857","Croacia",5,5,"Mujer","menor de 30"
"9858","Croacia",8,5,"Hombre","entre 45 y 59"
"9859","Croacia",10,10,"Hombre","menor de 30"
"9860","Croacia",10,5,"Mujer","entre 60 y 74"
"9861","Croacia",10,10,"Mujer","menor de 30"
"9862","Croacia",0,0,"Hombre","entre 60 y 74"
"9863","Croacia",10,5,"Hombre",NA
"9864","Croacia",10,8,"Mujer","entre 30 y 44"
"9865","Croacia",5,5,"Hombre","entre 45 y 59"
"9866","Croacia",8,8,"Mujer","entre 45 y 59"
"9867","Croacia",8,5,"Hombre","menor de 30"
"9868","Croacia",10,7,"Mujer","75 o mayor"
"9869","Croacia",8,6,"Hombre","75 o mayor"
"9870","Croacia",7,5,"Mujer","entre 60 y 74"
"9871","Croacia",9,7,"Mujer","entre 45 y 59"
"9872","Croacia",10,6,"Hombre","entre 60 y 74"
"9873","Croacia",10,NA,"Mujer",NA
"9874","Croacia",10,10,"Mujer","entre 60 y 74"
"9875","Croacia",10,2,"Mujer","entre 45 y 59"
"9876","Croacia",7,6,"Mujer","menor de 30"
"9877","Croacia",7,7,"Hombre","entre 30 y 44"
"9878","Croacia",10,10,"Mujer","entre 60 y 74"
"9879","Croacia",8,8,"Hombre","entre 30 y 44"
"9880","Croacia",6,4,"Hombre","entre 45 y 59"
"9881","Croacia",8,7,"Mujer","entre 60 y 74"
"9882","Croacia",7,6,"Mujer","entre 60 y 74"
"9883","Croacia",8,5,"Hombre","menor de 30"
"9884","Croacia",10,10,"Hombre","entre 60 y 74"
"9885","Croacia",5,2,"Mujer","entre 45 y 59"
"9886","Croacia",8,5,"Hombre",NA
"9887","Croacia",8,6,"Mujer","entre 60 y 74"
"9888","Croacia",10,10,"Mujer","75 o mayor"
"9889","Croacia",8,8,"Hombre","75 o mayor"
"9890","Croacia",10,10,"Hombre","75 o mayor"
"9891","Croacia",9,7,"Mujer","entre 60 y 74"
"9892","Croacia",7,7,"Hombre","entre 30 y 44"
"9893","Croacia",10,3,"Mujer","entre 45 y 59"
"9894","Croacia",9,5,"Hombre","entre 60 y 74"
"9895","Croacia",10,5,"Mujer",NA
"9896","Croacia",10,6,"Hombre","entre 30 y 44"
"9897","Croacia",4,8,"Mujer","menor de 30"
"9898","Croacia",10,10,"Hombre","entre 30 y 44"
"9899","Croacia",10,6,"Hombre","entre 45 y 59"
"9900","Croacia",8,5,"Hombre","menor de 30"
"9901","Croacia",7,7,"Mujer","entre 60 y 74"
"9902","Croacia",8,7,"Mujer","entre 60 y 74"
"9903","Croacia",10,4,"Mujer","menor de 30"
"9904","Croacia",9,5,"Mujer","menor de 30"
"9905","Croacia",10,6,"Hombre","entre 60 y 74"
"9906","Croacia",10,7,"Mujer","menor de 30"
"9907","Croacia",10,8,"Mujer","entre 30 y 44"
"9908","Croacia",10,6,"Mujer","entre 60 y 74"
"9909","Croacia",8,4,"Hombre","menor de 30"
"9910","Croacia",9,8,"Hombre","entre 30 y 44"
"9911","Croacia",5,3,"Hombre","entre 45 y 59"
"9912","Croacia",7,7,"Mujer","entre 60 y 74"
"9913","Croacia",9,7,"Mujer","menor de 30"
"9914","Croacia",8,7,"Hombre","entre 45 y 59"
"9915","Croacia",10,10,"Hombre","entre 60 y 74"
"9916","Croacia",10,8,"Mujer","menor de 30"
"9917","Croacia",5,5,"Hombre","menor de 30"
"9918","Croacia",5,5,"Hombre","75 o mayor"
"9919","Croacia",10,7,"Mujer","entre 30 y 44"
"9920","Croacia",10,4,"Hombre","entre 45 y 59"
"9921","Croacia",8,4,"Mujer","entre 30 y 44"
"9922","Croacia",10,5,"Mujer","entre 60 y 74"
"9923","Croacia",9,9,"Mujer","entre 30 y 44"
"9924","Croacia",10,6,"Hombre","entre 45 y 59"
"9925","Croacia",3,NA,"Mujer","75 o mayor"
"9926","Croacia",9,7,"Hombre","entre 60 y 74"
"9927","Croacia",8,9,"Mujer","entre 60 y 74"
"9928","Croacia",8,9,"Mujer","entre 30 y 44"
"9929","Croacia",8,5,"Mujer","menor de 30"
"9930","Croacia",10,10,"Mujer","entre 45 y 59"
"9931","Croacia",8,5,"Mujer","entre 45 y 59"
"9932","Croacia",8,5,"Mujer","entre 60 y 74"
"9933","Croacia",7,7,"Hombre","menor de 30"
"9934","Croacia",10,10,"Mujer","entre 60 y 74"
"9935","Croacia",5,0,"Hombre","entre 45 y 59"
"9936","Croacia",1,0,"Hombre","menor de 30"
"9937","Croacia",10,8,"Mujer","entre 45 y 59"
"9938","Croacia",6,5,"Hombre","menor de 30"
"9939","Croacia",7,5,"Mujer","entre 45 y 59"
"9940","Croacia",5,2,"Mujer","entre 30 y 44"
"9941","Croacia",7,8,"Mujer","menor de 30"
"9942","Croacia",10,5,"Hombre","entre 60 y 74"
"9943","Croacia",6,7,"Mujer","entre 30 y 44"
"9944","Croacia",10,8,"Mujer","menor de 30"
"9945","Croacia",0,10,"Mujer","menor de 30"
"9946","Croacia",5,5,"Mujer","entre 60 y 74"
"9947","Croacia",8,4,"Hombre","entre 60 y 74"
"9948","Croacia",8,8,"Mujer","entre 45 y 59"
"9949","Croacia",6,8,"Hombre","entre 30 y 44"
"9950","Croacia",9,8,"Hombre","menor de 30"
"9951","Croacia",10,8,"Hombre","entre 30 y 44"
"9952","Croacia",10,10,"Hombre","entre 60 y 74"
"9953","Croacia",10,7,"Hombre","entre 45 y 59"
"9954","Croacia",3,3,"Hombre","entre 30 y 44"
"9955","Croacia",6,6,"Mujer","entre 30 y 44"
"9956","Croacia",8,2,"Hombre","entre 60 y 74"
"9957","Croacia",4,2,"Mujer","menor de 30"
"9958","Croacia",8,8,"Mujer","menor de 30"
"9959","Croacia",8,1,"Hombre","75 o mayor"
"9960","Croacia",6,8,"Mujer","menor de 30"
"9961","Croacia",6,5,"Hombre","entre 60 y 74"
"9962","Croacia",8,2,"Mujer","75 o mayor"
"9963","Croacia",5,7,"Mujer","entre 30 y 44"
"9964","Croacia",8,8,"Mujer","75 o mayor"
"9965","Croacia",10,8,"Mujer","entre 45 y 59"
"9966","Croacia",8,8,"Mujer",NA
"9967","Croacia",7,3,"Hombre","75 o mayor"
"9968","Croacia",4,4,"Hombre","entre 60 y 74"
"9969","Croacia",6,3,"Mujer","entre 60 y 74"
"9970","Croacia",10,8,"Hombre","menor de 30"
"9971","Croacia",8,8,"Mujer","entre 45 y 59"
"9972","Croacia",10,9,"Mujer","entre 60 y 74"
"9973","Croacia",10,0,"Mujer","menor de 30"
"9974","Croacia",NA,NA,"Hombre","entre 30 y 44"
"9975","Croacia",6,6,"Mujer","entre 30 y 44"
"9976","Croacia",6,5,"Hombre","entre 60 y 74"
"9977","Croacia",6,6,"Mujer","entre 60 y 74"
"9978","Croacia",8,5,"Mujer","entre 45 y 59"
"9979","Croacia",8,7,"Mujer","entre 60 y 74"
"9980","Croacia",10,9,"Mujer","entre 30 y 44"
"9981","Croacia",10,3,"Hombre","entre 45 y 59"
"9982","Croacia",7,2,"Mujer","menor de 30"
"9983","Croacia",5,5,"Mujer","entre 60 y 74"
"9984","Croacia",5,2,"Mujer","entre 30 y 44"
"9985","Croacia",7,7,"Mujer","menor de 30"
"9986","Croacia",7,8,"Mujer","menor de 30"
"9987","Croacia",9,8,"Mujer","entre 60 y 74"
"9988","Croacia",8,8,"Mujer","entre 60 y 74"
"9989","Croacia",9,7,"Hombre","menor de 30"
"9990","Croacia",10,10,"Mujer","entre 30 y 44"
"9991","Croacia",5,5,"Hombre","entre 30 y 44"
"9992","Croacia",10,0,"Hombre","entre 60 y 74"
"9993","Croacia",10,8,"Mujer","entre 60 y 74"
"9994","Croacia",9,9,"Mujer","entre 45 y 59"
"9995","Croacia",10,10,"Mujer","entre 60 y 74"
"9996","Croacia",10,10,"Mujer","menor de 30"
"9997","Croacia",8,4,"Hombre","entre 60 y 74"
"9998","Croacia",9,4,"Hombre","menor de 30"
"9999","Croacia",7,9,"Mujer","menor de 30"
"10000","Croacia",4,1,"Hombre","entre 60 y 74"
"10001","Croacia",10,0,"Hombre","entre 60 y 74"
"10002","Croacia",8,8,"Hombre","entre 30 y 44"
"10003","Croacia",6,5,"Hombre","entre 30 y 44"
"10004","Croacia",10,5,"Mujer","entre 30 y 44"
"10005","Croacia",10,0,"Hombre","entre 45 y 59"
"10006","Croacia",4,5,"Hombre","entre 45 y 59"
"10007","Croacia",9,7,"Mujer","entre 60 y 74"
"10008","Croacia",10,7,"Mujer","entre 60 y 74"
"10009","Croacia",7,5,"Mujer","entre 30 y 44"
"10010","Croacia",5,5,"Mujer","75 o mayor"
"10011","Croacia",10,10,"Mujer","menor de 30"
"10012","Croacia",8,8,"Hombre","menor de 30"
"10013","Croacia",10,10,"Hombre","entre 45 y 59"
"10014","Croacia",9,9,"Hombre","entre 30 y 44"
"10015","Croacia",10,10,"Hombre","entre 60 y 74"
"10016","Croacia",7,6,"Mujer","entre 60 y 74"
"10017","Croacia",1,10,"Hombre","entre 30 y 44"
"10018","Croacia",10,10,"Mujer","entre 30 y 44"
"10019","Croacia",10,9,"Hombre","entre 45 y 59"
"10020","Croacia",5,4,"Hombre","entre 30 y 44"
"10021","Croacia",7,7,"Mujer","entre 45 y 59"
"10022","Croacia",10,7,"Mujer","entre 30 y 44"
"10023","Croacia",5,10,"Hombre","entre 30 y 44"
"10024","Croacia",5,5,"Mujer","75 o mayor"
"10025","Croacia",10,8,"Mujer","entre 60 y 74"
"10026","Croacia",10,10,"Hombre",NA
"10027","Croacia",8,6,"Hombre","entre 60 y 74"
"10028","Croacia",10,8,"Mujer","entre 30 y 44"
"10029","Croacia",5,6,"Mujer","menor de 30"
"10030","Croacia",8,6,"Hombre","entre 30 y 44"
"10031","Croacia",9,8,"Hombre","entre 30 y 44"
"10032","Croacia",7,6,"Hombre","entre 45 y 59"
"10033","Croacia",8,5,"Mujer","menor de 30"
"10034","Croacia",6,2,"Mujer","menor de 30"
"10035","Croacia",5,5,"Mujer","menor de 30"
"10036","Croacia",4,7,"Mujer","menor de 30"
"10037","Croacia",10,9,"Hombre","entre 45 y 59"
"10038","Croacia",9,8,"Hombre","entre 30 y 44"
"10039","Croacia",9,5,"Mujer","75 o mayor"
"10040","Croacia",10,7,"Hombre","entre 45 y 59"
"10041","Croacia",4,4,"Mujer","entre 30 y 44"
"10042","Croacia",10,0,"Hombre","entre 45 y 59"
"10043","Croacia",5,5,"Mujer","entre 30 y 44"
"10044","Croacia",10,7,"Hombre","entre 30 y 44"
"10045","Croacia",8,7,"Hombre","menor de 30"
"10046","Croacia",10,10,"Hombre","75 o mayor"
"10047","Croacia",8,5,"Hombre","entre 45 y 59"
"10048","Croacia",5,5,"Hombre","75 o mayor"
"10049","Croacia",3,1,"Hombre","entre 60 y 74"
"10050","Croacia",5,0,"Mujer",NA
