"","idno","cntry","freehms","lrnobed","impcntr","atchctr","atcherp","wrclmch","gndr","agea","age_category"
"885",63746,"Austria",2,2,4,9,7,4,"Female",78,"75 o mayor"
"886",63750,"Austria",2,2,3,8,7,4,"Male",48,"entre 45 y 59"
"887",63755,"Austria",2,2,3,8,7,4,"Male",46,"entre 45 y 59"
"888",63771,"Austria",1,1,3,5,7,2,"Male",23,"menor de 30"
"889",63794,"Austria",1,1,4,10,7,3,"Female",58,"entre 45 y 59"
"890",63805,"Austria",2,4,2,10,5,4,"Female",65,"entre 60 y 74"
"891",63808,"Austria",2,3,3,10,8,3,"Male",47,"entre 45 y 59"
"892",63815,"Austria",2,2,4,8,6,3,"Male",30,"entre 30 y 44"
"893",63830,"Austria",3,2,4,10,6,5,"Female",83,"75 o mayor"
"894",63847,"Austria",2,1,3,10,8,3,"Male",82,"75 o mayor"
"895",63851,"Austria",2,3,3,10,7,3,"Male",64,"entre 60 y 74"
"896",63853,"Austria",2,2,3,10,8,4,"Male",85,"75 o mayor"
"897",63876,"Austria",1,2,4,9,6,2,"Female",36,"entre 30 y 44"
"898",63884,"Austria",1,2,4,9,5,3,"Female",27,"menor de 30"
"899",63903,"Austria",2,2,3,8,8,3,"Male",79,"75 o mayor"
"900",63944,"Austria",2,3,3,9,7,3,"Female",75,"75 o mayor"
"901",63948,"Austria",3,3,2,9,9,3,"Male",52,"entre 45 y 59"
"902",63983,"Austria",1,2,2,8,10,5,"Female",41,"entre 30 y 44"
"903",64013,"Austria",1,4,2,8,9,5,"Male",35,"entre 30 y 44"
"904",64044,"Austria",2,3,4,10,7,2,"Male",56,"entre 45 y 59"
"905",64059,"Austria",1,5,2,9,7,3,"Female",58,"entre 45 y 59"
"906",64076,"Austria",1,5,1,7,8,4,"Female",66,"entre 60 y 74"
"907",64114,"Austria",2,2,3,10,5,3,"Female",82,"75 o mayor"
"908",64117,"Austria",1,3,3,10,7,4,"Male",52,"entre 45 y 59"
"909",64171,"Austria",1,4,2,10,8,4,"Female",33,"entre 30 y 44"
"910",64174,"Austria",1,3,4,5,5,2,"Female",57,"entre 45 y 59"
"911",64183,"Austria",1,4,2,10,10,4,"Female",86,"75 o mayor"
"912",64202,"Austria",2,4,3,10,10,3,"Female",83,"75 o mayor"
"913",64221,"Austria",2,3,4,10,6,4,"Female",53,"entre 45 y 59"
"914",64235,"Austria",1,3,3,9,6,3,"Male",45,"entre 45 y 59"
"915",64257,"Austria",1,3,2,6,9,4,"Female",40,"entre 30 y 44"
"916",64261,"Austria",2,3,3,9,9,3,"Female",75,"75 o mayor"
"917",64264,"Austria",3,4,3,7,7,3,"Female",29,"menor de 30"
"918",64268,"Austria",2,2,2,7,8,3,"Female",81,"75 o mayor"
"919",64298,"Austria",1,2,2,9,8,3,"Male",63,"entre 60 y 74"
"920",64304,"Austria",2,3,3,9,8,3,"Male",52,"entre 45 y 59"
"921",64329,"Austria",2,3,3,9,8,3,"Female",32,"entre 30 y 44"
"922",64343,"Austria",1,3,2,8,8,3,"Male",61,"entre 60 y 74"
"923",64367,"Austria",1,1,3,10,10,5,"Female",67,"entre 60 y 74"
"924",64431,"Austria",1,3,NA,10,6,1,"Female",81,"75 o mayor"
"925",64446,"Austria",3,2,4,10,1,1,"Male",63,"entre 60 y 74"
"926",64447,"Austria",1,4,2,4,6,4,"Female",23,"menor de 30"
"927",64465,"Austria",3,2,3,8,7,4,"Female",73,"entre 60 y 74"
"928",64475,"Austria",2,2,4,9,7,5,"Male",56,"entre 45 y 59"
"929",64476,"Austria",1,4,3,9,8,4,"Female",64,"entre 60 y 74"
"930",64485,"Austria",2,4,2,9,4,4,"Male",19,"menor de 30"
"931",64491,"Austria",4,2,3,10,6,3,"Female",75,"75 o mayor"
"932",64498,"Austria",2,4,3,10,6,4,"Female",23,"menor de 30"
"933",64517,"Austria",2,4,3,9,8,3,"Male",71,"entre 60 y 74"
"934",64547,"Austria",2,2,3,8,7,5,"Female",46,"entre 45 y 59"
"935",64548,"Austria",2,3,3,8,6,4,"Female",80,"75 o mayor"
"936",64557,"Austria",1,2,3,7,7,4,"Female",67,"entre 60 y 74"
"937",64594,"Austria",1,3,2,9,6,2,"Male",41,"entre 30 y 44"
"938",64598,"Austria",2,3,3,8,5,3,"Female",56,"entre 45 y 59"
"939",64609,"Austria",1,3,3,10,6,4,"Female",15,"menor de 30"
"940",64618,"Austria",1,4,2,8,10,4,"Male",59,"entre 45 y 59"
"941",64634,"Austria",1,3,3,7,8,3,"Female",75,"75 o mayor"
"942",64668,"Austria",1,2,3,5,7,3,"Female",53,"entre 45 y 59"
"943",64681,"Austria",2,2,3,9,7,4,"Female",54,"entre 45 y 59"
"944",64682,"Austria",2,1,3,9,5,3,"Female",47,"entre 45 y 59"
"945",64710,"Austria",1,4,3,7,7,5,"Female",61,"entre 60 y 74"
"946",64714,"Austria",1,5,1,1,5,5,"Male",22,"menor de 30"
"947",64725,"Austria",1,2,2,10,10,4,"Female",62,"entre 60 y 74"
"948",64735,"Austria",1,4,2,8,8,3,"Male",32,"entre 30 y 44"
"949",64754,"Austria",1,1,2,10,7,3,"Female",32,"entre 30 y 44"
"950",64782,"Austria",1,4,2,7,7,2,"Male",25,"menor de 30"
"951",64786,"Austria",1,3,2,9,8,4,"Female",45,"entre 45 y 59"
"952",64800,"Austria",2,4,NA,3,2,3,"Male",30,"entre 30 y 44"
"953",64845,"Austria",1,2,1,10,10,4,"Male",63,"entre 60 y 74"
"954",64850,"Austria",3,1,4,10,0,1,"Male",82,"75 o mayor"
"955",64864,"Austria",2,1,4,10,5,4,"Female",70,"entre 60 y 74"
"956",64867,"Austria",2,2,2,7,8,4,"Female",33,"entre 30 y 44"
"957",64882,"Austria",3,2,3,8,5,3,"Female",63,"entre 60 y 74"
"958",64901,"Austria",1,4,3,10,10,4,"Male",83,"75 o mayor"
"959",64909,"Austria",1,2,4,10,10,5,"Male",89,"75 o mayor"
"960",64925,"Austria",2,2,2,10,7,5,"Male",64,"entre 60 y 74"
"961",64933,"Austria",1,3,1,10,10,3,"Female",53,"entre 45 y 59"
"962",64936,"Austria",2,2,2,10,9,3,"Male",64,"entre 60 y 74"
"963",64937,"Austria",1,2,3,10,8,3,"Male",90,"75 o mayor"
"964",64970,"Austria",2,3,3,7,6,4,"Female",53,"entre 45 y 59"
"965",65005,"Austria",3,3,3,9,7,3,"Male",52,"entre 45 y 59"
"966",65012,"Austria",1,3,2,8,8,3,"Female",54,"entre 45 y 59"
"967",65018,"Austria",2,2,3,8,7,4,"Female",63,"entre 60 y 74"
"968",65019,"Austria",1,4,3,8,5,4,"Female",31,"entre 30 y 44"
"969",65027,"Austria",2,3,3,9,7,3,"Male",52,"entre 45 y 59"
"970",65033,"Austria",1,3,2,6,6,3,"Male",26,"menor de 30"
"971",65034,"Austria",3,2,3,10,10,2,"Female",50,"entre 45 y 59"
"972",65052,"Austria",2,3,3,8,8,3,"Female",86,"75 o mayor"
"973",65057,"Austria",2,2,4,8,3,2,"Male",60,"entre 60 y 74"
"974",65076,"Austria",1,4,4,7,5,2,"Male",26,"menor de 30"
"975",65081,"Austria",1,2,2,7,7,4,"Female",24,"menor de 30"
"976",65106,"Austria",3,2,3,9,7,3,"Female",NA,NA
"977",65117,"Austria",3,2,3,6,6,3,"Male",57,"entre 45 y 59"
"978",65119,"Austria",1,3,2,9,7,5,"Male",37,"entre 30 y 44"
"979",65174,"Austria",2,2,3,9,7,4,"Female",53,"entre 45 y 59"
"980",65194,"Austria",2,5,3,5,5,5,"Female",86,"75 o mayor"
"981",65201,"Austria",4,2,4,6,6,3,"Male",56,"entre 45 y 59"
"982",65263,"Austria",NA,2,4,10,6,3,"Female",81,"75 o mayor"
"983",65267,"Austria",2,3,2,6,5,4,"Female",55,"entre 45 y 59"
"984",65272,"Austria",2,2,3,8,4,3,"Female",52,"entre 45 y 59"
"985",65288,"Austria",1,2,4,10,4,3,"Male",53,"entre 45 y 59"
"986",65292,"Austria",3,2,2,8,4,2,"Male",58,"entre 45 y 59"
"987",65307,"Austria",2,1,4,10,10,4,"Male",73,"entre 60 y 74"
"988",65351,"Austria",1,NA,1,10,7,3,"Female",66,"entre 60 y 74"
"989",65352,"Austria",1,3,2,7,7,3,"Male",33,"entre 30 y 44"
"990",65360,"Austria",2,4,2,10,9,3,"Female",48,"entre 45 y 59"
"991",65362,"Austria",3,2,3,9,6,3,"Male",75,"75 o mayor"
"992",65376,"Austria",2,2,1,5,5,4,"Male",27,"menor de 30"
"993",65380,"Austria",2,2,2,10,10,2,"Female",47,"entre 45 y 59"
"994",65383,"Austria",2,2,3,9,7,4,"Female",73,"entre 60 y 74"
"995",65409,"Austria",1,1,3,10,7,5,"Female",75,"75 o mayor"
"996",65424,"Austria",1,1,2,9,9,5,"Female",47,"entre 45 y 59"
"997",65428,"Austria",1,4,3,10,8,4,"Male",46,"entre 45 y 59"
"998",65453,"Austria",2,2,3,10,6,3,"Male",71,"entre 60 y 74"
"999",65471,"Austria",2,4,1,7,7,2,"Female",39,"entre 30 y 44"
"1000",65472,"Austria",1,2,3,10,5,1,"Male",57,"entre 45 y 59"
"1001",65473,"Austria",1,5,2,6,5,3,"Female",65,"entre 60 y 74"
"1002",65480,"Austria",4,2,4,10,1,2,"Male",34,"entre 30 y 44"
"1003",65486,"Austria",1,3,3,9,5,3,"Female",62,"entre 60 y 74"
"1004",65528,"Austria",2,4,3,6,6,4,"Male",55,"entre 45 y 59"
"1005",65549,"Austria",2,4,3,9,8,3,"Female",71,"entre 60 y 74"
"1006",65569,"Austria",1,2,2,10,10,2,"Female",82,"75 o mayor"
"1007",65583,"Austria",1,2,2,10,8,4,"Male",80,"75 o mayor"
"1008",65592,"Austria",1,1,2,10,5,4,"Female",52,"entre 45 y 59"
"1009",65606,"Austria",2,3,4,10,5,1,"Female",60,"entre 60 y 74"
"1010",65618,"Austria",1,5,3,8,8,3,"Male",85,"75 o mayor"
"1011",65619,"Austria",2,2,4,8,3,2,"Male",74,"entre 60 y 74"
"1012",65624,"Austria",3,2,3,10,8,3,"Female",80,"75 o mayor"
"1013",65644,"Austria",2,4,3,9,2,4,"Female",NA,NA
"1014",65662,"Austria",1,2,2,9,7,3,"Male",26,"menor de 30"
"1015",65690,"Austria",1,4,2,9,8,4,"Female",23,"menor de 30"
"1016",65728,"Austria",5,3,4,9,8,3,"Male",78,"75 o mayor"
"1017",65739,"Austria",2,4,3,10,10,4,"Female",66,"entre 60 y 74"
"1018",65748,"Austria",3,3,4,9,5,NA,"Male",22,"menor de 30"
"1019",65790,"Austria",1,2,3,9,7,2,"Male",64,"entre 60 y 74"
"1020",65801,"Austria",2,2,4,6,3,2,"Male",65,"entre 60 y 74"
"1021",65810,"Austria",3,2,3,7,2,3,"Female",67,"entre 60 y 74"
"1022",65815,"Austria",2,3,3,9,7,2,"Male",58,"entre 45 y 59"
"1023",65816,"Austria",1,3,2,10,10,5,"Male",44,"entre 30 y 44"
"1024",65817,"Austria",1,2,4,10,7,5,"Female",66,"entre 60 y 74"
"1025",65828,"Austria",1,2,1,6,6,5,"Female",30,"entre 30 y 44"
"1026",65845,"Austria",1,3,2,9,8,3,"Female",47,"entre 45 y 59"
"1027",65872,"Austria",3,2,4,8,7,3,"Male",59,"entre 45 y 59"
"1028",65896,"Austria",1,1,2,10,10,4,"Female",89,"75 o mayor"
"1029",65905,"Austria",2,3,2,2,3,3,"Male",25,"menor de 30"
"1030",65962,"Austria",1,4,2,3,9,5,"Male",34,"entre 30 y 44"
"1031",65973,"Austria",1,5,1,9,5,3,"Male",43,"entre 30 y 44"
"1032",66001,"Austria",2,1,3,9,7,3,"Female",64,"entre 60 y 74"
"1033",66016,"Austria",1,1,2,7,7,3,"Male",47,"entre 45 y 59"
"1034",66021,"Austria",2,2,4,6,6,4,"Female",61,"entre 60 y 74"
"1035",66024,"Austria",2,2,3,9,7,4,"Female",64,"entre 60 y 74"
"1036",66049,"Austria",4,2,4,9,2,2,"Male",49,"entre 45 y 59"
"1037",66056,"Austria",2,4,3,10,7,3,"Female",31,"entre 30 y 44"
"1038",66060,"Austria",1,1,4,10,8,5,"Female",87,"75 o mayor"
"1039",66063,"Austria",2,2,3,9,5,3,"Male",78,"75 o mayor"
"1040",66073,"Austria",1,2,3,10,8,2,"Female",70,"entre 60 y 74"
"1041",66118,"Austria",3,2,3,6,8,3,"Male",50,"entre 45 y 59"
"1042",66119,"Austria",4,2,4,6,6,3,"Female",85,"75 o mayor"
"1043",66128,"Austria",1,5,4,10,4,2,"Female",25,"menor de 30"
"1044",66130,"Austria",2,2,3,10,5,4,"Male",56,"entre 45 y 59"
"1045",66185,"Austria",2,5,2,9,9,4,"Female",54,"entre 45 y 59"
"1046",66186,"Austria",2,2,4,7,2,2,"Female",82,"75 o mayor"
"1047",66208,"Austria",1,5,2,9,6,4,"Female",36,"entre 30 y 44"
"1048",66211,"Austria",1,2,3,8,7,4,"Female",75,"75 o mayor"
"1049",66230,"Austria",3,3,3,9,4,2,"Female",79,"75 o mayor"
"1050",66234,"Austria",2,2,NA,9,9,3,"Male",66,"entre 60 y 74"
"1051",66251,"Austria",1,4,2,10,9,5,"Male",37,"entre 30 y 44"
"1052",66267,"Austria",2,2,2,10,9,4,"Female",74,"entre 60 y 74"
"1053",66298,"Austria",1,2,2,7,5,4,"Male",38,"entre 30 y 44"
"1054",66318,"Austria",5,1,1,8,9,3,"Female",59,"entre 45 y 59"
"1055",66343,"Austria",3,2,4,8,6,3,"Female",75,"75 o mayor"
"1056",66362,"Austria",1,3,3,8,10,5,"Female",80,"75 o mayor"
"1057",66374,"Austria",1,5,1,5,5,5,"Female",50,"entre 45 y 59"
"1058",66391,"Austria",1,1,3,9,7,4,"Female",65,"entre 60 y 74"
"1059",66438,"Austria",1,4,3,6,7,4,"Female",16,"menor de 30"
"1060",66444,"Austria",2,2,2,8,7,5,"Male",24,"menor de 30"
"1061",66454,"Austria",3,1,2,10,8,2,"Female",71,"entre 60 y 74"
"1062",66500,"Austria",2,3,3,8,2,3,"Female",74,"entre 60 y 74"
"1063",66538,"Austria",2,3,4,7,7,4,"Female",55,"entre 45 y 59"
"1064",66554,"Austria",2,3,3,8,6,3,"Female",NA,NA
"1065",66571,"Austria",1,4,3,10,10,5,"Female",52,"entre 45 y 59"
"1066",66598,"Austria",1,3,2,9,9,4,"Male",64,"entre 60 y 74"
"1067",66600,"Austria",2,4,1,9,10,3,"Male",82,"75 o mayor"
"1068",66639,"Austria",5,2,4,7,6,3,"Female",56,"entre 45 y 59"
"1069",66650,"Austria",1,2,3,9,5,3,"Female",48,"entre 45 y 59"
"1070",66651,"Austria",2,3,3,6,6,2,"Female",55,"entre 45 y 59"
"1071",66679,"Austria",1,3,1,8,8,4,"Female",25,"menor de 30"
"1072",66683,"Austria",2,2,3,8,7,4,"Female",67,"entre 60 y 74"
"1073",66710,"Austria",1,1,2,9,8,4,"Male",46,"entre 45 y 59"
"1074",66739,"Austria",1,5,2,10,6,4,"Male",90,"75 o mayor"
"1075",66742,"Austria",1,2,4,9,9,3,"Male",31,"entre 30 y 44"
"1076",66763,"Austria",1,4,2,10,10,5,"Female",55,"entre 45 y 59"
"1077",66792,"Austria",2,4,2,10,10,3,"Female",40,"entre 30 y 44"
"1078",66799,"Austria",NA,2,3,10,1,3,"Female",86,"75 o mayor"
"1079",66805,"Austria",2,2,3,9,7,4,"Female",64,"entre 60 y 74"
"1080",66842,"Austria",2,2,2,9,7,3,"Male",62,"entre 60 y 74"
"1081",66852,"Austria",2,2,3,8,7,4,"Male",47,"entre 45 y 59"
"1082",66911,"Austria",1,2,4,9,9,5,"Female",37,"entre 30 y 44"
"1083",66921,"Austria",2,3,2,10,6,4,"Female",59,"entre 45 y 59"
"1084",66972,"Austria",2,2,4,10,10,2,"Male",81,"75 o mayor"
"1085",66973,"Austria",2,2,3,10,10,3,"Female",78,"75 o mayor"
"1086",66986,"Austria",4,2,3,8,2,2,"Male",64,"entre 60 y 74"
"1087",66989,"Austria",1,1,3,10,9,4,"Male",53,"entre 45 y 59"
"1088",66998,"Austria",1,2,2,8,7,4,"Male",50,"entre 45 y 59"
"1089",67026,"Austria",1,4,3,5,10,4,"Male",29,"menor de 30"
"1090",67029,"Austria",1,2,4,10,9,5,"Female",56,"entre 45 y 59"
"1091",67060,"Austria",2,2,3,9,9,3,"Female",81,"75 o mayor"
"1092",67092,"Austria",3,3,4,10,NA,2,"Male",51,"entre 45 y 59"
"1093",67095,"Austria",1,2,3,8,7,3,"Female",73,"entre 60 y 74"
"1094",67124,"Austria",2,2,3,7,6,3,"Male",53,"entre 45 y 59"
"1095",67171,"Austria",1,4,4,10,6,3,"Male",55,"entre 45 y 59"
"1096",67181,"Austria",1,2,3,10,5,3,"Female",31,"entre 30 y 44"
"1097",67182,"Austria",1,2,2,8,8,4,"Female",55,"entre 45 y 59"
"1098",67186,"Austria",1,1,4,10,10,3,"Female",79,"75 o mayor"
"1099",67189,"Austria",3,3,4,10,5,2,"Female",48,"entre 45 y 59"
"1100",67204,"Austria",2,3,4,10,6,4,"Male",50,"entre 45 y 59"
"1101",67249,"Austria",1,3,2,10,7,2,"Female",19,"menor de 30"
"1102",67265,"Austria",2,3,4,10,5,4,"Female",67,"entre 60 y 74"
"1103",67270,"Austria",2,1,4,7,9,2,"Female",43,"entre 30 y 44"
"1104",67274,"Austria",1,2,2,10,5,4,"Female",59,"entre 45 y 59"
"1105",67380,"Austria",1,4,3,8,7,4,"Female",33,"entre 30 y 44"
"1106",67384,"Austria",2,2,3,0,0,3,"Female",62,"entre 60 y 74"
"1107",67395,"Austria",2,3,3,9,3,3,"Male",43,"entre 30 y 44"
"1108",67418,"Austria",2,1,3,10,8,3,"Female",76,"75 o mayor"
"1109",67443,"Austria",2,2,3,8,7,4,"Male",86,"75 o mayor"
"1110",67486,"Austria",1,4,4,8,7,5,"Female",83,"75 o mayor"
"1111",67523,"Austria",1,4,3,10,5,3,"Male",59,"entre 45 y 59"
"1112",67535,"Austria",1,2,3,5,7,3,"Female",43,"entre 30 y 44"
"1113",67538,"Austria",1,4,3,8,8,3,"Female",43,"entre 30 y 44"
"1114",67540,"Austria",2,3,3,4,10,5,"Female",32,"entre 30 y 44"
"1115",67547,"Austria",1,1,3,10,10,3,"Female",52,"entre 45 y 59"
"1116",67569,"Austria",1,4,2,9,10,4,"Female",72,"entre 60 y 74"
"1117",67579,"Austria",2,3,2,8,5,3,"Female",28,"menor de 30"
"1118",67594,"Austria",4,4,3,8,6,4,"Male",38,"entre 30 y 44"
"1119",67596,"Austria",1,5,1,3,4,4,"Male",20,"menor de 30"
"1120",67624,"Austria",1,2,4,10,4,3,"Female",40,"entre 30 y 44"
"1121",67637,"Austria",1,4,2,1,0,4,"Male",31,"entre 30 y 44"
"1122",67743,"Austria",2,1,3,9,6,4,"Female",74,"entre 60 y 74"
"1123",67745,"Austria",2,2,3,10,9,4,"Female",84,"75 o mayor"
"1124",67770,"Austria",2,2,4,8,7,4,"Male",71,"entre 60 y 74"
"1125",67781,"Austria",2,3,4,10,10,3,"Male",78,"75 o mayor"
"1126",67817,"Austria",1,2,4,5,5,4,"Female",71,"entre 60 y 74"
"1127",67830,"Austria",3,2,4,7,0,2,"Male",62,"entre 60 y 74"
"1128",67834,"Austria",2,3,4,8,7,3,"Male",58,"entre 45 y 59"
"1129",67839,"Austria",1,2,3,10,8,4,"Female",74,"entre 60 y 74"
"1130",67864,"Austria",2,2,1,5,5,3,"Female",44,"entre 30 y 44"
"1131",67874,"Austria",1,5,3,10,8,3,"Female",71,"entre 60 y 74"
"1132",67933,"Austria",1,4,4,8,6,3,"Female",52,"entre 45 y 59"
"1133",67940,"Austria",2,2,3,9,7,5,"Male",48,"entre 45 y 59"
"1134",67967,"Austria",2,3,2,8,7,4,"Female",45,"entre 45 y 59"
"1135",68003,"Austria",NA,2,2,10,8,3,"Female",35,"entre 30 y 44"
"1136",68009,"Austria",1,4,4,4,4,3,"Male",67,"entre 60 y 74"
"1137",68015,"Austria",2,2,4,8,3,2,"Male",55,"entre 45 y 59"
"1138",68018,"Austria",2,2,3,10,6,3,"Male",72,"entre 60 y 74"
"1139",68038,"Austria",1,3,3,8,7,4,"Male",16,"menor de 30"
"1140",68047,"Austria",2,3,2,10,6,4,"Female",78,"75 o mayor"
"1141",68082,"Austria",2,2,3,9,8,5,"Male",40,"entre 30 y 44"
"1142",68094,"Austria",1,3,4,10,6,2,"Male",40,"entre 30 y 44"
"1143",68096,"Austria",1,2,3,8,7,3,"Female",43,"entre 30 y 44"
"1144",68104,"Austria",3,1,3,10,10,4,"Male",68,"entre 60 y 74"
"1145",68114,"Austria",2,4,2,8,7,3,"Female",35,"entre 30 y 44"
"1146",68123,"Austria",3,2,3,9,2,3,"Female",83,"75 o mayor"
"1147",68142,"Austria",5,2,3,10,5,3,"Female",78,"75 o mayor"
"1148",68145,"Austria",2,2,3,8,7,4,"Male",67,"entre 60 y 74"
"1149",68152,"Austria",1,3,1,8,8,5,"Female",74,"entre 60 y 74"
"1150",68156,"Austria",2,1,3,10,7,4,"Female",83,"75 o mayor"
"1151",68166,"Austria",3,1,2,10,3,4,"Male",70,"entre 60 y 74"
"1152",68172,"Austria",1,3,3,9,7,3,"Female",28,"menor de 30"
"1153",68190,"Austria",1,3,3,8,6,3,"Female",48,"entre 45 y 59"
"1154",68207,"Austria",1,3,2,10,9,4,"Female",80,"75 o mayor"
"1155",68223,"Austria",2,2,2,10,7,3,"Male",43,"entre 30 y 44"
"1156",68224,"Austria",2,2,1,8,8,3,"Male",47,"entre 45 y 59"
"1157",68225,"Austria",5,1,4,10,0,NA,"Female",74,"entre 60 y 74"
"1158",68226,"Austria",1,3,2,8,10,3,"Male",47,"entre 45 y 59"
"1159",68237,"Austria",4,2,4,10,10,3,"Male",62,"entre 60 y 74"
"1160",68262,"Austria",2,3,4,5,4,3,"Female",54,"entre 45 y 59"
"1161",68306,"Austria",3,3,3,7,7,3,"Male",58,"entre 45 y 59"
"1162",68342,"Austria",1,1,3,10,10,4,"Female",63,"entre 60 y 74"
"1163",68353,"Austria",1,3,4,10,3,2,"Male",69,"entre 60 y 74"
"1164",68366,"Austria",1,3,2,8,6,3,"Female",63,"entre 60 y 74"
"1165",68372,"Austria",NA,3,3,9,0,1,"Female",36,"entre 30 y 44"
"1166",68394,"Austria",2,2,3,8,7,4,"Female",67,"entre 60 y 74"
"1167",68401,"Austria",2,3,3,8,5,3,"Female",27,"menor de 30"
"1168",68469,"Austria",2,2,2,9,9,4,"Male",57,"entre 45 y 59"
"1169",68487,"Austria",1,1,2,7,6,4,"Female",24,"menor de 30"
"1170",68551,"Austria",1,3,2,6,4,3,"Female",58,"entre 45 y 59"
"1171",68597,"Austria",NA,2,3,9,5,3,"Female",61,"entre 60 y 74"
"1172",68602,"Austria",3,2,3,8,7,3,"Female",81,"75 o mayor"
"1173",68615,"Austria",2,2,3,9,7,3,"Female",73,"entre 60 y 74"
"1174",68628,"Austria",2,4,2,10,7,3,"Male",70,"entre 60 y 74"
"1175",68638,"Austria",1,3,3,8,6,3,"Male",54,"entre 45 y 59"
"1176",68651,"Austria",3,2,3,8,8,3,"Female",59,"entre 45 y 59"
"1177",68669,"Austria",2,1,3,10,5,4,"Male",83,"75 o mayor"
"1178",68697,"Austria",2,4,2,7,3,3,"Male",26,"menor de 30"
"1179",68698,"Austria",1,1,3,10,5,3,"Female",80,"75 o mayor"
"1180",68701,"Austria",1,1,NA,10,10,3,"Female",47,"entre 45 y 59"
"1181",68707,"Austria",2,2,2,5,7,2,"Female",63,"entre 60 y 74"
"1182",68708,"Austria",1,2,2,10,10,5,"Male",69,"entre 60 y 74"
"1183",68717,"Austria",2,2,3,10,3,3,"Female",51,"entre 45 y 59"
"1184",68742,"Austria",1,2,3,6,6,3,"Female",24,"menor de 30"
"1185",68749,"Austria",1,3,1,10,10,5,"Male",69,"entre 60 y 74"
"1186",68765,"Austria",2,2,3,10,4,3,"Female",69,"entre 60 y 74"
"1187",68770,"Austria",3,2,4,10,9,3,"Male",85,"75 o mayor"
"1188",68777,"Austria",2,1,3,7,5,3,"Female",58,"entre 45 y 59"
"1189",68791,"Austria",2,2,1,4,2,5,"Female",46,"entre 45 y 59"
"1190",68802,"Austria",4,2,3,10,5,1,"Male",66,"entre 60 y 74"
"1191",68805,"Austria",3,2,3,8,6,4,"Female",69,"entre 60 y 74"
"1192",68848,"Austria",3,2,2,10,8,3,"Female",81,"75 o mayor"
"1193",68849,"Austria",1,3,3,NA,NA,3,"Male",51,"entre 45 y 59"
"1194",68890,"Austria",2,2,3,8,5,3,"Female",72,"entre 60 y 74"
"1195",68907,"Austria",1,3,2,10,8,3,"Male",16,"menor de 30"
"1196",68923,"Austria",2,3,2,10,10,3,"Female",67,"entre 60 y 74"
"1197",68925,"Austria",2,2,2,10,5,3,"Male",55,"entre 45 y 59"
"1198",68926,"Austria",2,2,3,9,9,4,"Male",42,"entre 30 y 44"
"1199",68948,"Austria",1,2,3,10,10,5,"Female",70,"entre 60 y 74"
"1200",68995,"Austria",2,1,3,10,5,3,"Male",72,"entre 60 y 74"
"1201",69034,"Austria",1,3,2,10,8,3,"Male",68,"entre 60 y 74"
"1202",69052,"Austria",2,3,3,9,7,3,"Female",53,"entre 45 y 59"
"1203",69072,"Austria",3,4,4,5,4,4,"Male",63,"entre 60 y 74"
"1204",69090,"Austria",3,3,3,7,7,3,"Male",55,"entre 45 y 59"
"1205",69097,"Austria",2,2,2,10,9,3,"Male",18,"menor de 30"
"1206",69115,"Austria",1,1,4,9,3,3,"Male",42,"entre 30 y 44"
"1207",69145,"Austria",2,2,2,10,8,4,"Male",27,"menor de 30"
"1208",69152,"Austria",1,4,1,10,10,5,"Male",32,"entre 30 y 44"
"1209",69156,"Austria",1,3,3,10,10,4,"Male",58,"entre 45 y 59"
"1210",69160,"Austria",1,4,1,9,9,5,"Female",41,"entre 30 y 44"
"1211",69187,"Austria",NA,1,2,10,2,4,"Female",36,"entre 30 y 44"
"1212",69192,"Austria",2,2,3,9,7,4,"Male",49,"entre 45 y 59"
"1213",69237,"Austria",2,3,3,10,9,3,"Female",22,"menor de 30"
"1214",69238,"Austria",2,2,3,9,7,4,"Male",38,"entre 30 y 44"
"1215",69264,"Austria",1,1,3,10,10,5,"Female",28,"menor de 30"
"1216",69281,"Austria",3,2,4,10,8,3,"Female",86,"75 o mayor"
"1217",69309,"Austria",3,2,3,7,3,3,"Female",49,"entre 45 y 59"
"1218",69318,"Austria",1,4,3,8,8,3,"Female",44,"entre 30 y 44"
"1219",69326,"Austria",2,2,3,10,7,3,"Female",71,"entre 60 y 74"
"1220",69335,"Austria",1,4,1,7,9,5,"Male",62,"entre 60 y 74"
"1221",69340,"Austria",1,2,2,8,7,3,"Male",64,"entre 60 y 74"
"1222",69342,"Austria",3,2,3,8,5,4,"Female",51,"entre 45 y 59"
"1223",69357,"Austria",1,2,4,10,6,3,"Female",54,"entre 45 y 59"
"1224",69358,"Austria",2,2,2,10,9,4,"Male",NA,NA
"1225",69361,"Austria",1,2,3,9,5,3,"Female",84,"75 o mayor"
"1226",69371,"Austria",2,2,3,9,8,4,"Female",83,"75 o mayor"
"1227",69393,"Austria",2,2,3,10,9,3,"Female",44,"entre 30 y 44"
"1228",69405,"Austria",1,2,4,8,9,1,"Male",57,"entre 45 y 59"
"1229",69420,"Austria",1,4,2,8,7,3,"Female",68,"entre 60 y 74"
"1230",69424,"Austria",3,3,3,8,5,4,"Female",70,"entre 60 y 74"
"1231",69442,"Austria",2,4,3,8,2,3,"Female",67,"entre 60 y 74"
"1232",69445,"Austria",2,3,2,6,5,3,"Female",58,"entre 45 y 59"
